UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allCommonss,39,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:logged_in_user_can_get_all_ucsbdiningcommons()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteBook,88,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:admin_can_delete_a_date()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,53,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteBook$1,85,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:admin_tries_to_delete_non_existant_book_and_gets_right_error_message()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,51,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateBook$2,99,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:admin_cannot_edit_book_that_does_not_exist()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postBook,70,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:an_admin_user_can_post_a_new_book()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postBook,71,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:an_admin_user_can_post_a_new_book()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postBook,72,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:an_admin_user_can_post_a_new_book()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postBook,76,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:an_admin_user_can_post_a_new_book()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateBook,101,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:admin_can_edit_an_existing_book()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateBook,102,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:admin_can_edit_an_existing_book()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateBook,103,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:admin_can_edit_an_existing_book()]
BooksController.java,edu.ucsb.cs156.example.controllers.BooksController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateBook,107,KILLED,edu.ucsb.cs156.example.controllers.BooksControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.BooksControllerTests]/[method:admin_can_edit_an_existing_book()]
ApiController.java,edu.ucsb.cs156.example.controllers.ApiController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,genericMessage,26,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_delete_a_date()]
ApiController.java,edu.ucsb.cs156.example.controllers.ApiController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getCurrentUser,22,KILLED,edu.ucsb.cs156.example.controllers.UserInfoControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UserInfoControllerTests]/[method:currentUser__logged_in()]
ApiController.java,edu.ucsb.cs156.example.controllers.ApiController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,handleGenericException,32,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_tries_to_delete_non_existant_commons_and_gets_right_error_message()]
CurrentUserService.java,edu.ucsb.cs156.example.services.CurrentUserService,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,isLoggedIn,16,KILLED,edu.ucsb.cs156.example.services.CurrentUserServiceTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.services.CurrentUserServiceTests]/[method:test_isLoggedIn_returns_false()]
CurrentUserService.java,edu.ucsb.cs156.example.services.CurrentUserService,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,isLoggedIn,16,KILLED,edu.ucsb.cs156.example.services.CurrentUserServiceTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.services.CurrentUserServiceTests]/[method:test_isLoggedIn_returns_false()]
SystemInfoServiceImpl.java,edu.ucsb.cs156.example.services.SystemInfoServiceImpl,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getSystemInfo,30,KILLED,edu.ucsb.cs156.example.services.SystemInfoServiceImplTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.services.SystemInfoServiceImplTests]/[method:test_getSystemInfo()]
SystemInfoController.java,edu.ucsb.cs156.example.controllers.SystemInfoController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getSystemInfo,26,KILLED,edu.ucsb.cs156.example.controllers.SystemInfoControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.SystemInfoControllerTests]/[method:systemInfo__admin_logged_in()]
CSRFController.java,edu.ucsb.cs156.example.controllers.CSRFController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,csrf,18,KILLED,edu.ucsb.cs156.example.controllers.CSRFControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CSRFControllerTests]/[method:csrf_returns_ok()]
UsersController.java,edu.ucsb.cs156.example.controllers.UsersController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,users,35,KILLED,edu.ucsb.cs156.example.controllers.UsersControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UsersControllerTests]/[method:users__admin_logged_in()]
GrantedAuthoritiesService.java,edu.ucsb.cs156.example.services.GrantedAuthoritiesService,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,getGrantedAuthorities,22,KILLED,edu.ucsb.cs156.example.services.GrantedAuthoritiesServiceTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.services.GrantedAuthoritiesServiceTests]/[method:test_getGrantedAuthorities()]
UserInfoController.java,edu.ucsb.cs156.example.controllers.UserInfoController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getCurrentUser,23,KILLED,edu.ucsb.cs156.example.controllers.UserInfoControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UserInfoControllerTests]/[method:currentUser__logged_in()]
